unit,induse,stk_flow,prod_na,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
NR,CPA_C24,DOM,CPA_E37-39,EU28	0.05 	0.05 	0.06 e	0.06 	0.06 	0.07 	0.07 	0.07 	0.06 	0.06 	0.07 	0.06 	0.06 	0.06 	0.06 
NR,CPA_C24,DOM,CPA_F,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_F,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_F,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_G45,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_G45,EU27_2020	0 	0 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_G45,EU28	0 	0 	0 e	0 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_G46,EA19	0.05 	0.05 	0.05 	0.05 	0.04 	0.04 	0.04 	0.04 	0.04 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 
NR,CPA_C24,DOM,CPA_G46,EU27_2020	0.05 	0.05 	0.05 	0.05 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_G46,EU28	0.05 	0.05 	0.05 e	0.05 	0.05 	0.04 	0.04 	0.04 	0.04 	0.05 	0.06 	0.05 	0.05 	0.05 	0.05 
NR,CPA_C24,DOM,CPA_G47,EA19	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_G47,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_G47,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_H49,EA19	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
NR,CPA_C24,DOM,CPA_H49,EU27_2020	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_H49,EU28	0.03 	0.03 	0.03 e	0.03 	0.03 	0.03 	0.02 	0.02 	0.02 	0.02 	0.03 	0.02 	0.02 	0.02 	0.02 
NR,CPA_C24,DOM,CPA_H50,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_H50,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_H50,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_H51,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_H51,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_H51,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_H52,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_H52,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_H52,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_H53,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_H53,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_H53,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_I,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_I,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_I,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J58,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J58,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_J58,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J59_60,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J59_60,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_J59_60,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J61,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J61,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_J61,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J62_63,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_J62_63,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_J62_63,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_K64,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_K64,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_K64,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_K65,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_K65,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_K65,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_K66,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_K66,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_K66,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_L68A,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_L68A,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_L68A,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_L68B,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_L68B,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_L68B,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0 	0 	0 	0 	0.01 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M69_70,EA19	0.02 	0.02 	0.02 	0.02 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_M69_70,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.02 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_M69_70,EU28	0.02 	0.02 	0.02 e	0.02 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_M71,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0.01 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M71,EU27_2020	0.01 	0 	0 	0 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_M71,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M72,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M72,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_M72,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M73,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M73,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_M73,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M74_75,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_M74_75,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_M74_75,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_N77,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_N77,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_N77,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_N78,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_N78,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_N78,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_N79,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_N79,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_N79,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_N80-82,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_N80-82,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_N80-82,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,CPA_O,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_O,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_O,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_P,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_P,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_P,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_Q86,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_Q86,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_Q86,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_Q87_88,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_Q87_88,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_Q87_88,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_R90-92,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_R90-92,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_R90-92,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_R93,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_R93,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_R93,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_S94,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_S94,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_S94,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_S95,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_S95,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_S95,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_S96,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_S96,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_S96,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_T,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_T,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_T,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_U,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,CPA_U,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,CPA_U,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,D1,EA19	0.14 	0.14 	0.14 	0.14 	0.13 	0.13 	0.11 	0.11 	0.11 	0.12 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,D1,EU27_2020	0.14 	0.14 	0.14 	0.14 	0.13 	0.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,D1,EU28	0.14 	0.14 	0.14 e	0.14 	0.13 	0.13 	0.13 	0.12 	0.11 	0.12 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,D11,EA19	0 	0 	0 	0.11 	0.1 	0.1 	0.09 	0.09 	0.09 	0.1 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,D11,EU27_2020	0 	0 	0 	0.11 	0.1 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,D11,EU28	0 	0 	0 	0.11 	0.1 	0.1 	0.1 	0.1 	0.09 	0.1 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,D21X31,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,D21X31,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,D21X31,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_C24,DOM,D29X39,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,D29X39,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,D29X39,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,P1,EA19	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
NR,CPA_C24,DOM,P1,EU27_2020	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,P1,EU28	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
NR,CPA_C24,DOM,P2_ADJ,EA19	0.78 	0.78 	0.78 	0.78 	0.8 	0.81 	0.83 	0.83 	0.82 	0.82 	0.81 	0.81 	0.79 	0.8 	0.8 
NR,CPA_C24,DOM,P2_ADJ,EU27_2020	0.78 	0.77 	0.77 	0.77 	0.79 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,P2_ADJ,EU28	0.77 	0.77 	0.77 e	0.77 	0.78 	0.79 	0.8 	0.81 	0.81 	0.81 	0.81 	0.8 	0.79 	0.79 	0.79 
NR,CPA_C24,DOM,P51C,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,P51C,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,P51C,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,DOM,TOTAL,EA19	0.62 	0.62 	0.62 	0.62 	0.63 	0.63 	0.63 	0.63 	0.62 	0.62 	0.64 	0.6 	0.62 	0.62 	0.63 
NR,CPA_C24,DOM,TOTAL,EU27_2020	0.66 	0.66 	0.66 	0.66 	0.67 	0.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,DOM,TOTAL,EU28	0.64 	0.64 	0.64 e	0.65 	0.65 	0.65 	0.66 	0.65 	0.65 	0.65 	0.67 	0.63 	0.65 	0.64 	0.65 
NR,CPA_C24,IMP,CPA_A01,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_A01,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_A01,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_A02,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_A02,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_A02,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_A03,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_A03,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_A03,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_B,EA19	0.05 	0.05 	0.05 	0.04 	0.05 	0.06 	0.08 	0.08 	0.08 	0.07 	0.06 	0.08 	0.06 	0.06 	0.06 
NR,CPA_C24,IMP,CPA_B,EU27_2020	0.04 	0.04 	0.04 	0.04 	0.04 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_B,EU28	0.04 	0.04 	0.04 e	0.04 	0.04 	0.05 	0.06 	0.06 	0.07 	0.06 	0.05 	0.07 	0.05 	0.06 	0.05 
NR,CPA_C24,IMP,CPA_C10-12,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C10-12,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C10-12,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C13-15,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C13-15,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C13-15,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C16,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C16,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C16,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C17,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C17,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C17,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C18,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C18,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C18,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C19,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C19,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C19,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C20,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C20,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C20,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C21,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C21,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_C24,IMP,CPA_C21,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_C24,IMP,CPA_C22,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
